Record_ID,Client,Industry,Platform,Content_Type,Content_Topic,Posting_Day,Posting_Time,Ad_Spend,Impressions,Reach,Likes,Comments,Shares,Saves,Clicks,Leads,Revenue,Video_Views,Watch_Time_Sec,Performance_Score
REC0374,Client_F,Fintech & Finance,LinkedIn,Text,Behind the Scenes,Friday,Night (21:00-08:00),119.54,1299,1143,8,0,0,0,28,0,0.0,0,0.0,25.52
REC0375,Client_A,Fashion & Retail,Instagram,Reel,Behind the Scenes,Thursday,Night (21:00-08:00),36.92,1792,1462,84,12,8,3,16,0,0.0,974,13322.41,59.92
REC0376,Client_E,Food & Beverage,Instagram,Reel,Customer Testimonial,Wednesday,Evening (17:00-21:00),0.0,1397,1167,68,8,3,4,12,0,0.0,566,5081.7,60.69
REC0377,Client_H,Real Estate,LinkedIn,Carousel,Product Education,Wednesday,Afternoon (12:00-17:00),319.96,3075,2392,71,4,4,6,70,4,1181.95,0,0.0,60.74
REC0378,Client_I,E-Learning & Education,Facebook,Text,Lifestyle/Aesthetic,Tuesday,Night (21:00-08:00),0.0,252,223,1,0,0,0,2,0,0.0,0,0.0,22.57
REC0379,Client_F,Fintech & Finance,LinkedIn,Text,Product Education,Tuesday,Evening (17:00-21:00),0.0,331,236,6,0,0,0,2,0,0.0,0,0.0,34.15
REC0380,Client_B,Fashion & Retail,Instagram,Image,Lifestyle/Aesthetic,Saturday,Evening (17:00-21:00),0.0,648,486,31,3,1,2,6,0,0.0,0,0.0,58.33
REC0381,Client_B,Fashion & Retail,Facebook,Video,Lifestyle/Aesthetic,Wednesday,Morning (08:00-12:00),0.0,711,577,8,0,0,0,4,0,0.0,333,2927.04,28.35
REC0382,Client_C,B2B Tech/SaaS,LinkedIn,Video,Behind the Scenes,Thursday,Night (21:00-08:00),0.0,476,317,4,0,0,0,4,0,0.0,216,3143.99,25.35
REC0383,Client_G,Health & Fitness,Instagram,Carousel,Customer Testimonial,Monday,Night (21:00-08:00),0.0,848,610,23,3,1,2,5,0,0.0,0,0.0,44.92
REC0384,Client_B,Fashion & Retail,Instagram,Carousel,Behind the Scenes,Sunday,Night (21:00-08:00),245.92,2810,2417,266,38,25,6,54,1,46.52,0,0.0,65.29
REC0385,Client_G,Health & Fitness,Facebook,Text,Lifestyle/Aesthetic,Monday,Morning (08:00-12:00),0.0,317,212,1,0,0,0,2,0,0.0,0,0.0,22.4
REC0386,Client_D,B2B Tech/SaaS,LinkedIn,Image,Meme/Trending,Wednesday,Morning (08:00-12:00),220.93,2165,1719,105,10,9,7,49,1,151.86,0,0.0,66.15
REC0387,Client_D,B2B Tech/SaaS,LinkedIn,Image,Product Education,Friday,Afternoon (12:00-17:00),0.0,337,250,4,0,0,0,2,0,0.0,0,0.0,28.56
REC0388,Client_A,Fashion & Retail,Instagram,Carousel,Product Education,Saturday,Night (21:00-08:00),0.0,730,545,61,3,5,5,5,0,0.0,0,0.0,58.67
REC0389,Client_I,E-Learning & Education,LinkedIn,Image,Customer Testimonial,Thursday,Afternoon (12:00-17:00),0.0,310,208,7,0,0,0,2,0,0.0,0,0.0,41.5
REC0390,Client_H,Real Estate,Facebook,Image,Industry News,Saturday,Afternoon (12:00-17:00),0.0,373,274,2,0,0,0,3,0,0.0,0,0.0,23.38
REC0391,Client_I,E-Learning & Education,YouTube,Video,Product Education,Tuesday,Night (21:00-08:00),0.0,1147,945,10,1,0,0,8,0,0.0,446,3682.29,28.55
REC0392,Client_I,E-Learning & Education,Instagram,Carousel,Behind the Scenes,Wednesday,Afternoon (12:00-17:00),20.17,1012,748,65,6,5,3,9,0,0.0,0,0.0,59.61
REC0393,Client_A,Fashion & Retail,Instagram,Carousel,Lifestyle/Aesthetic,Thursday,Morning (08:00-12:00),276.36,3401,2655,116,7,6,10,70,1,45.15,0,0.0,51.84
REC0394,Client_A,Fashion & Retail,Instagram,Carousel,Promotional/Discount,Friday,Evening (17:00-21:00),250.63,2858,2060,128,14,11,7,81,5,216.2,0,0.0,73.34
REC0395,Client_H,Real Estate,Facebook,Video,Product Education,Saturday,Afternoon (12:00-17:00),0.0,529,376,4,0,0,0,3,0,0.0,201,2304.32,26.23
REC0396,Client_G,Health & Fitness,LinkedIn,Text,Customer Testimonial,Friday,Evening (17:00-21:00),0.0,376,252,8,0,0,0,2,0,0.0,0,0.0,39.11
REC0397,Client_H,Real Estate,Instagram,Reel,Industry News,Monday,Morning (08:00-12:00),50.8,1669,1444,41,6,3,1,22,0,0.0,770,5121.8,40.41
REC0398,Client_G,Health & Fitness,Instagram,Video,Customer Testimonial,Monday,Afternoon (12:00-17:00),0.0,774,534,14,2,1,1,5,0,0.0,288,3870.81,38.08
REC0399,Client_F,Fintech & Finance,LinkedIn,Carousel,Lifestyle/Aesthetic,Tuesday,Morning (08:00-12:00),0.0,432,335,11,1,1,1,3,0,0.0,0,0.0,41.0
REC0400,Client_J,Travel & Hospitality,Instagram,Carousel,Product Education,Friday,Night (21:00-08:00),54.09,1500,1111,103,13,9,10,21,1,93.59,0,0.0,68.77
REC0401,Client_F,Fintech & Finance,Instagram,Image,Promotional/Discount,Monday,Afternoon (12:00-17:00),50.29,1010,787,25,3,1,2,20,1,124.23,0,0.0,50.2
REC0402,Client_E,Food & Beverage,Instagram,Reel,Meme/Trending,Friday,Night (21:00-08:00),0.0,1491,1028,114,15,5,3,9,0,0.0,645,5409.11,60.55
REC0403,Client_F,Fintech & Finance,Instagram,Carousel,Meme/Trending,Monday,Evening (17:00-21:00),0.0,581,509,21,1,2,2,3,0,0.0,0,0.0,45.14
REC0404,Client_I,E-Learning & Education,Instagram,Carousel,Promotional/Discount,Friday,Evening (17:00-21:00),0.0,658,481,8,1,0,0,10,0,0.0,0,0.0,31.57
REC0405,Client_J,Travel & Hospitality,Instagram,Carousel,Behind the Scenes,Sunday,Evening (17:00-21:00),0.0,1077,837,65,9,5,4,7,0,0.0,0,0.0,59.94
REC0406,Client_B,Fashion & Retail,Instagram,Carousel,Customer Testimonial,Thursday,Night (21:00-08:00),0.0,876,755,37,3,3,1,6,0,0.0,0,0.0,51.47
REC0407,Client_H,Real Estate,Facebook,Video,Lifestyle/Aesthetic,Sunday,Afternoon (12:00-17:00),0.0,815,537,9,1,0,0,6,0,0.0,306,4397.67,30.35
REC0408,Client_J,Travel & Hospitality,LinkedIn,Text,Lifestyle/Aesthetic,Saturday,Morning (08:00-12:00),0.0,299,197,7,0,0,0,2,0,0.0,0,0.0,39.34
REC0409,Client_H,Real Estate,Instagram,Carousel,Promotional/Discount,Saturday,Night (21:00-08:00),0.0,656,509,2,0,0,0,9,0,0.0,0,0.0,22.84
REC0410,Client_G,Health & Fitness,Instagram,Image,Lifestyle/Aesthetic,Saturday,Night (21:00-08:00),0.0,509,379,33,2,2,2,4,0,0.0,0,0.0,57.6
REC0411,Client_I,E-Learning & Education,Instagram,Carousel,Product Education,Saturday,Night (21:00-08:00),0.0,701,577,6,1,0,0,6,0,0.0,0,0.0,27.02
REC0412,Client_I,E-Learning & Education,Instagram,Reel,Meme/Trending,Wednesday,Morning (08:00-12:00),73.72,1579,1032,129,16,11,3,21,1,45.73,835,4791.22,64.39
REC0413,Client_D,B2B Tech/SaaS,LinkedIn,Video,Product Education,Friday,Night (21:00-08:00),0.0,541,435,2,0,0,0,4,0,0.0,288,4308.97,22.0
REC0414,Client_E,Food & Beverage,Facebook,Image,Industry News,Monday,Evening (17:00-21:00),0.0,504,330,3,0,0,0,4,0,0.0,0,0.0,26.03
REC0415,Client_B,Fashion & Retail,Facebook,Video,Lifestyle/Aesthetic,Monday,Afternoon (12:00-17:00),0.0,603,494,8,0,0,0,4,0,0.0,255,2088.26,29.36
REC0416,Client_D,B2B Tech/SaaS,YouTube,Video,Industry News,Monday,Night (21:00-08:00),0.0,1208,1008,9,1,0,0,10,0,0.0,572,3842.79,27.07
REC0417,Client_I,E-Learning & Education,YouTube,Video,Promotional/Discount,Monday,Morning (08:00-12:00),65.57,1779,1447,31,4,1,3,40,2,96.25,795,8720.52,44.61
REC0418,Client_J,Travel & Hospitality,YouTube,Video,Lifestyle/Aesthetic,Friday,Evening (17:00-21:00),184.91,2703,1967,123,8,10,4,50,1,105.69,1261,5030.38,66.11
REC0419,Client_A,Fashion & Retail,Instagram,Carousel,Lifestyle/Aesthetic,Tuesday,Evening (17:00-21:00),0.0,795,621,40,2,3,1,7,0,0.0,0,0.0,59.06
REC0420,Client_C,B2B Tech/SaaS,Instagram,Reel,Promotional/Discount,Tuesday,Night (21:00-08:00),0.0,1382,1073,16,1,1,0,18,1,152.53,624,4256.57,37.5
REC0421,Client_F,Fintech & Finance,LinkedIn,Text,Behind the Scenes,Saturday,Afternoon (12:00-17:00),0.0,134,107,1,0,0,0,1,0,0.0,0,0.0,27.69
REC0422,Client_E,Food & Beverage,Facebook,Image,Behind the Scenes,Friday,Night (21:00-08:00),0.0,237,173,5,0,0,0,1,0,0.0,0,0.0,36.06
REC0423,Client_I,E-Learning & Education,LinkedIn,Text,Customer Testimonial,Wednesday,Morning (08:00-12:00),0.0,316,275,12,1,0,0,2,0,0.0,0,0.0,49.36
REC0424,Client_F,Fintech & Finance,Instagram,Reel,Lifestyle/Aesthetic,Friday,Evening (17:00-21:00),0.0,1101,975,35,4,1,3,9,0,0.0,407,1276.35,42.66
REC0425,Client_I,E-Learning & Education,YouTube,Video,Promotional/Discount,Friday,Afternoon (12:00-17:00),0.0,1019,775,13,1,0,0,15,1,51.62,445,5710.74,37.99
REC0426,Client_G,Health & Fitness,LinkedIn,Text,Industry News,Saturday,Afternoon (12:00-17:00),0.0,273,232,5,0,0,0,2,0,0.0,0,0.0,32.9
REC0427,Client_J,Travel & Hospitality,Facebook,Video,Customer Testimonial,Wednesday,Afternoon (12:00-17:00),0.0,414,346,3,0,0,0,3,0,0.0,157,527.02,24.6
REC0428,Client_J,Travel & Hospitality,YouTube,Video,Promotional/Discount,Friday,Morning (08:00-12:00),0.0,972,657,19,1,1,1,17,1,101.1,406,5904.21,42.88
REC0429,Client_F,Fintech & Finance,Instagram,Carousel,Behind the Scenes,Tuesday,Evening (17:00-21:00),110.26,1912,1304,48,4,4,1,33,1,115.14,0,0.0,51.52
REC0430,Client_D,B2B Tech/SaaS,LinkedIn,Image,Behind the Scenes,Sunday,Morning (08:00-12:00),77.55,1015,772,21,1,1,1,19,0,0.0,0,0.0,36.5
REC0431,Client_J,Travel & Hospitality,Facebook,Image,Promotional/Discount,Saturday,Evening (17:00-21:00),306.67,3008,2220,49,3,2,4,91,7,685.48,0,0.0,57.22
REC0432,Client_F,Fintech & Finance,LinkedIn,Text,Customer Testimonial,Saturday,Evening (17:00-21:00),0.0,373,330,3,0,0,0,2,0,0.0,0,0.0,26.07
REC0433,Client_J,Travel & Hospitality,Instagram,Reel,Promotional/Discount,Monday,Night (21:00-08:00),0.0,1185,880,40,4,2,3,19,1,91.99,557,2479.5,56.15
REC0434,Client_G,Health & Fitness,Instagram,Carousel,Industry News,Wednesday,Evening (17:00-21:00),94.58,1841,1346,51,8,3,3,29,0,0.0,0,0.0,48.44
REC0435,Client_E,Food & Beverage,Instagram,Image,Customer Testimonial,Tuesday,Afternoon (12:00-17:00),0.0,700,481,11,1,0,0,5,0,0.0,0,0.0,34.71
REC0436,Client_G,Health & Fitness,LinkedIn,Text,Promotional/Discount,Monday,Morning (08:00-12:00),184.67,1828,1276,16,2,1,0,56,3,181.95,0,0.0,38.46
REC0437,Client_A,Fashion & Retail,Facebook,Image,Behind the Scenes,Sunday,Afternoon (12:00-17:00),40.39,835,718,15,2,0,0,13,0,0.0,0,0.0,33.46
REC0438,Client_B,Fashion & Retail,Instagram,Carousel,Customer Testimonial,Sunday,Morning (08:00-12:00),0.0,829,579,26,2,2,1,5,0,0.0,0,0.0,47.0
REC0439,Client_D,B2B Tech/SaaS,LinkedIn,Image,Product Education,Saturday,Afternoon (12:00-17:00),0.0,417,358,6,0,0,0,3,0,0.0,0,0.0,29.27
REC0440,Client_A,Fashion & Retail,Instagram,Reel,Behind the Scenes,Monday,Evening (17:00-21:00),24.99,1418,950,50,4,4,4,16,0,0.0,739,8365.91,53.2
REC0441,Client_G,Health & Fitness,LinkedIn,Carousel,Industry News,Sunday,Morning (08:00-12:00),0.0,507,398,7,0,0,0,4,0,0.0,0,0.0,29.92
REC0442,Client_J,Travel & Hospitality,LinkedIn,Image,Industry News,Friday,Evening (17:00-21:00),0.0,345,253,10,1,0,0,3,0,0.0,0,0.0,45.67
REC0443,Client_B,Fashion & Retail,Instagram,Reel,Product Education,Tuesday,Night (21:00-08:00),0.0,846,631,30,2,1,1,5,0,0.0,436,2837.92,48.49
REC0444,Client_A,Fashion & Retail,Instagram,Carousel,Behind the Scenes,Monday,Afternoon (12:00-17:00),0.0,558,494,16,1,1,1,5,0,0.0,0,0.0,40.48
REC0445,Client_I,E-Learning & Education,Instagram,Carousel,Lifestyle/Aesthetic,Tuesday,Night (21:00-08:00),0.0,671,557,14,2,1,0,6,0,0.0,0,0.0,36.46
REC0446,Client_D,B2B Tech/SaaS,LinkedIn,Carousel,Lifestyle/Aesthetic,Thursday,Evening (17:00-21:00),0.0,643,535,15,2,1,1,5,0,0.0,0,0.0,38.26
REC0447,Client_A,Fashion & Retail,Instagram,Image,Meme/Trending,Friday,Evening (17:00-21:00),0.0,548,387,54,4,2,4,4,0,0.0,0,0.0,57.66
REC0448,Client_G,Health & Fitness,Instagram,Reel,Lifestyle/Aesthetic,Monday,Evening (17:00-21:00),0.0,1338,1150,60,4,4,1,12,0,0.0,649,2665.59,54.98
REC0449,Client_C,B2B Tech/SaaS,LinkedIn,Text,Behind the Scenes,Thursday,Morning (08:00-12:00),0.0,292,225,11,1,1,0,1,0,0.0,0,0.0,50.78
REC0450,Client_G,Health & Fitness,LinkedIn,Carousel,Industry News,Monday,Afternoon (12:00-17:00),45.91,902,613,11,1,1,0,14,0,0.0,0,0.0,31.34
REC0451,Client_A,Fashion & Retail,Facebook,Text,Industry News,Sunday,Morning (08:00-12:00),294.51,2866,2077,32,4,1,2,70,2,94.77,0,0.0,37.27
REC0452,Client_H,Real Estate,LinkedIn,Text,Behind the Scenes,Tuesday,Evening (17:00-21:00),0.0,228,201,4,0,0,0,1,0,0.0,0,0.0,31.88
REC0453,Client_F,Fintech & Finance,Facebook,Video,Promotional/Discount,Monday,Evening (17:00-21:00),144.84,1851,1394,10,0,0,1,51,3,349.58,666,2246.21,39.79
REC0454,Client_F,Fintech & Finance,Facebook,Video,Meme/Trending,Monday,Morning (08:00-12:00),96.22,1483,984,17,2,0,1,23,0,0.0,551,5402.22,33.01
REC0455,Client_B,Fashion & Retail,Instagram,Image,Customer Testimonial,Monday,Evening (17:00-21:00),0.0,545,484,23,2,2,1,4,0,0.0,0,0.0,50.89
REC0456,Client_H,Real Estate,Facebook,Image,Behind the Scenes,Sunday,Night (21:00-08:00),0.0,332,219,0,0,0,0,2,0,0.0,0,0.0,18.29
REC0457,Client_J,Travel & Hospitality,Facebook,Image,Industry News,Tuesday,Afternoon (12:00-17:00),0.0,449,389,4,0,0,0,3,0,0.0,0,0.0,24.68
REC0458,Client_F,Fintech & Finance,Instagram,Carousel,Behind the Scenes,Wednesday,Evening (17:00-21:00),0.0,968,735,41,4,2,2,7,0,0.0,0,0.0,54.04
REC0459,Client_F,Fintech & Finance,LinkedIn,Text,Customer Testimonial,Wednesday,Morning (08:00-12:00),94.03,1144,743,42,3,2,1,21,1,131.67,0,0.0,60.27
REC0460,Client_E,Food & Beverage,Instagram,Reel,Lifestyle/Aesthetic,Tuesday,Night (21:00-08:00),0.0,1096,880,43,4,2,3,9,0,0.0,521,7522.64,52.36
REC0461,Client_B,Fashion & Retail,Instagram,Reel,Industry News,Wednesday,Afternoon (12:00-17:00),0.0,1143,855,17,1,1,0,9,0,0.0,607,7928.99,33.86
REC0462,Client_I,E-Learning & Education,LinkedIn,Text,Customer Testimonial,Wednesday,Afternoon (12:00-17:00),0.0,257,222,7,1,0,0,1,0,0.0,0,0.0,41.65
REC0463,Client_E,Food & Beverage,Instagram,Carousel,Industry News,Monday,Evening (17:00-21:00),18.54,730,652,26,2,1,0,8,0,0.0,0,0.0,47.88
REC0464,Client_C,B2B Tech/SaaS,LinkedIn,Carousel,Industry News,Tuesday,Night (21:00-08:00),166.29,2045,1783,12,1,0,0,39,1,139.51,0,0.0,31.88
REC0465,Client_I,E-Learning & Education,Instagram,Image,Industry News,Saturday,Evening (17:00-21:00),0.0,590,421,10,1,0,0,5,0,0.0,0,0.0,34.06
REC0466,Client_C,B2B Tech/SaaS,Instagram,Reel,Meme/Trending,Sunday,Night (21:00-08:00),0.0,45000,40000,5200,450,1200,800,650,12,1800.0,35000,175000.0,94.8
REC0467,Client_D,B2B Tech/SaaS,LinkedIn,Text,Customer Testimonial,Monday,Afternoon (12:00-17:00),0.0,249,213,4,0,0,0,1,0,0.0,0,0.0,29.55
REC0468,Client_F,Fintech & Finance,Facebook,Image,Behind the Scenes,Saturday,Morning (08:00-12:00),33.52,596,412,7,1,0,0,10,0,0.0,0,0.0,31.9
REC0469,Client_J,Travel & Hospitality,Facebook,Video,Promotional/Discount,Sunday,Night (21:00-08:00),0.0,695,614,17,1,1,0,8,0,0.0,300,966.14,39.13
REC0470,Client_F,Fintech & Finance,Instagram,Carousel,Customer Testimonial,Wednesday,Night (21:00-08:00),108.9,1834,1328,27,2,2,2,31,2,262.13,0,0.0,46.61
REC0471,Client_C,B2B Tech/SaaS,LinkedIn,Text,Product Education,Tuesday,Night (21:00-08:00),0.0,228,204,1,0,0,0,1,0,0.0,0,0.0,22.04
REC0472,Client_D,B2B Tech/SaaS,LinkedIn,Text,Promotional/Discount,Saturday,Night (21:00-08:00),0.0,397,303,0,0,0,0,5,0,0.0,0,0.0,20.03
REC0473,Client_E,Food & Beverage,Instagram,Reel,Meme/Trending,Saturday,Evening (17:00-21:00),164.17,2499,2120,215,20,21,12,47,2,47.68,895,10257.38,66.78
REC0474,Client_A,Fashion & Retail,Instagram,Reel,Customer Testimonial,Monday,Night (21:00-08:00),0.0,989,817,46,5,3,2,6,0,0.0,516,2307.31,54.12
REC0475,Client_D,B2B Tech/SaaS,Facebook,Image,Industry News,Monday,Afternoon (12:00-17:00),0.0,356,282,1,0,0,0,3,0,0.0,0,0.0,21.61
REC0476,Client_J,Travel & Hospitality,Instagram,Carousel,Meme/Trending,Wednesday,Morning (08:00-12:00),0.0,849,646,30,3,2,1,6,0,0.0,0,0.0,49.38
REC0477,Client_F,Fintech & Finance,Instagram,Carousel,Customer Testimonial,Thursday,Afternoon (12:00-17:00),97.18,1782,1598,100,7,9,7,26,1,125.82,0,0.0,68.21
REC0478,Client_E,Food & Beverage,LinkedIn,Image,Lifestyle/Aesthetic,Wednesday,Afternoon (12:00-17:00),0.0,249,207,3,0,0,0,2,0,0.0,0,0.0,29.24
REC0479,Client_I,E-Learning & Education,Instagram,Image,Customer Testimonial,Tuesday,Morning (08:00-12:00),0.0,679,544,40,3,3,1,5,0,0.0,0,0.0,58.67
REC0480,Client_J,Travel & Hospitality,YouTube,Video,Industry News,Wednesday,Afternoon (12:00-17:00),462.21,4934,3518,81,11,3,7,113,3,312.72,2106,16484.79,46.13
REC0481,Client_E,Food & Beverage,Instagram,Carousel,Product Education,Monday,Morning (08:00-12:00),77.69,1459,1107,25,3,2,1,21,1,23.94,0,0.0,39.59
REC0482,Client_H,Real Estate,Instagram,Image,Product Education,Sunday,Evening (17:00-21:00),10.27,614,551,9,0,0,0,4,0,0.0,0,0.0,30.27
REC0483,Client_B,Fashion & Retail,Instagram,Carousel,Industry News,Friday,Night (21:00-08:00),0.0,872,649,45,3,2,1,6,0,0.0,0,0.0,59.19
REC0484,Client_H,Real Estate,YouTube,Shorts,Promotional/Discount,Monday,Night (21:00-08:00),0.0,845,611,4,0,0,0,14,0,0.0,356,1605.43,23.9
REC0485,Client_F,Fintech & Finance,LinkedIn,Image,Industry News,Sunday,Morning (08:00-12:00),27.65,483,423,7,0,0,0,8,0,0.0,0,0.0,30.41
REC0486,Client_E,Food & Beverage,Instagram,Reel,Customer Testimonial,Sunday,Evening (17:00-21:00),0.0,1430,1019,79,8,6,2,9,0,0.0,734,2324.86,60.52
REC0487,Client_G,Health & Fitness,Facebook,Video,Product Education,Sunday,Night (21:00-08:00),27.14,846,660,18,1,1,1,9,0,0.0,443,3079.97,37.35
REC0488,Client_B,Fashion & Retail,Facebook,Image,Industry News,Tuesday,Afternoon (12:00-17:00),117.12,1437,1155,13,0,1,1,27,1,42.43,0,0.0,31.11
REC0489,Client_A,Fashion & Retail,Instagram,Image,Customer Testimonial,Sunday,Evening (17:00-21:00),0.0,410,269,19,1,1,1,3,0,0.0,0,0.0,56.59
REC0490,Client_G,Health & Fitness,Instagram,Carousel,Product Education,Saturday,Morning (08:00-12:00),271.71,3074,2570,127,17,8,10,64,5,299.18,0,0.0,66.39
REC0491,Client_B,Fashion & Retail,Instagram,Carousel,Promotional/Discount,Friday,Evening (17:00-21:00),11.88,967,652,36,5,3,2,17,1,43.63,0,0.0,71.6
REC0492,Client_I,E-Learning & Education,LinkedIn,Image,Product Education,Monday,Night (21:00-08:00),0.0,441,358,2,0,0,0,3,0,0.0,0,0.0,22.2
REC0493,Client_B,Fashion & Retail,Instagram,Carousel,Behind the Scenes,Wednesday,Evening (17:00-21:00),0.0,715,522,22,1,2,1,6,0,0.0,0,0.0,46.86
REC0494,Client_C,B2B Tech/SaaS,YouTube,Shorts,Customer Testimonial,Wednesday,Night (21:00-08:00),20.01,1007,723,15,1,0,1,12,0,0.0,523,4229.59,32.69
REC0495,Client_B,Fashion & Retail,Instagram,Carousel,Product Education,Thursday,Evening (17:00-21:00),0.0,883,784,39,3,1,3,6,0,0.0,0,0.0,50.54
REC0496,Client_J,Travel & Hospitality,Instagram,Image,Promotional/Discount,Wednesday,Evening (17:00-21:00),0.0,517,361,11,0,1,1,6,0,0.0,0,0.0,38.25
REC0497,Client_D,B2B Tech/SaaS,LinkedIn,Image,Industry News,Friday,Morning (08:00-12:00),0.0,385,275,4,0,0,0,3,0,0.0,0,0.0,26.83
REC0498,Client_I,E-Learning & Education,YouTube,Shorts,Behind the Scenes,Wednesday,Night (21:00-08:00),0.0,1312,1148,20,2,2,0,10,0,0.0,463,2612.04,33.2
REC0499,Client_B,Fashion & Retail,Instagram,Image,Customer Testimonial,Friday,Afternoon (12:00-17:00),167.51,2063,1342,67,10,6,5,43,2,90.25,0,0.0,60.39
REC0500,Client_J,Travel & Hospitality,Instagram,Reel,Product Education,Friday,Morning (08:00-12:00),0.0,990,749,23,1,2,1,8,0,0.0,483,6010.27,41.61
REC0501,Client_A,Fashion & Retail,Instagram,Reel,Industry News,Monday,Morning (08:00-12:00),0.0,1444,956,20,2,1,1,10,0,0.0,734,8027.26,35.28
REC0502,Client_G,Health & Fitness,LinkedIn,Image,Product Education,Wednesday,Night (21:00-08:00),155.9,1584,1258,25,2,1,2,36,2,127.61,0,0.0,41.47
REC0503,Client_F,Fintech & Finance,Facebook,Text,Meme/Trending,Thursday,Afternoon (12:00-17:00),0.0,345,234,10,1,0,0,2,0,0.0,0,0.0,41.88
REC0504,Client_J,Travel & Hospitality,LinkedIn,Carousel,Industry News,Monday,Morning (08:00-12:00),0.0,400,267,3,0,0,0,3,0,0.0,0,0.0,27.04
REC0505,Client_C,B2B Tech/SaaS,YouTube,Video,Industry News,Tuesday,Night (21:00-08:00),19.53,1385,1206,13,1,1,1,14,0,0.0,719,2239.3,29.31
REC0506,Client_D,B2B Tech/SaaS,LinkedIn,Text,Industry News,Wednesday,Evening (17:00-21:00),0.0,294,239,3,0,0,0,2,0,0.0,0,0.0,25.74
REC0507,Client_I,E-Learning & Education,LinkedIn,Image,Product Education,Sunday,Evening (17:00-21:00),0.0,425,278,3,0,0,0,3,0,0.0,0,0.0,25.09
REC0508,Client_A,Fashion & Retail,Instagram,Video,Customer Testimonial,Wednesday,Night (21:00-08:00),0.0,1264,1012,50,4,2,2,10,0,0.0,465,5404.81,50.79
REC0509,Client_E,Food & Beverage,Instagram,Carousel,Promotional/Discount,Thursday,Afternoon (12:00-17:00),97.18,1740,1302,32,3,3,0,44,3,81.92,0,0.0,44.09
REC0510,Client_C,B2B Tech/SaaS,LinkedIn,Image,Meme/Trending,Tuesday,Afternoon (12:00-17:00),47.48,940,619,36,4,2,1,14,0,0.0,0,0.0,59.05
REC0511,Client_A,Fashion & Retail,Instagram,Carousel,Promotional/Discount,Saturday,Afternoon (12:00-17:00),149.79,1991,1687,57,5,2,3,46,3,132.72,0,0.0,54.22
REC0512,Client_A,Fashion & Retail,YouTube,Shorts,Lifestyle/Aesthetic,Monday,Morning (08:00-12:00),115.3,2245,1497,53,7,2,3,34,1,48.11,1021,11535.33,46.9
REC0513,Client_E,Food & Beverage,YouTube,Shorts,Industry News,Tuesday,Evening (17:00-21:00),0.0,1602,1126,41,4,1,3,12,0,0.0,714,5980.43,44.06
REC0514,Client_H,Real Estate,LinkedIn,Image,Customer Testimonial,Sunday,Afternoon (12:00-17:00),0.0,351,272,4,0,0,0,2,0,0.0,0,0.0,28.04
REC0515,Client_F,Fintech & Finance,Facebook,Image,Meme/Trending,Monday,Afternoon (12:00-17:00),0.0,468,323,6,0,0,0,3,0,0.0,0,0.0,30.32
REC0516,Client_F,Fintech & Finance,Instagram,Carousel,Lifestyle/Aesthetic,Friday,Night (21:00-08:00),0.0,882,648,7,1,0,0,7,0,0.0,0,0.0,27.3
REC0517,Client_C,B2B Tech/SaaS,Instagram,Image,Behind the Scenes,Friday,Night (21:00-08:00),32.74,824,618,9,1,0,0,11,0,0.0,0,0.0,29.6
REC0518,Client_B,Fashion & Retail,Instagram,Reel,Promotional/Discount,Saturday,Afternoon (12:00-17:00),0.0,1107,953,27,3,2,2,15,1,43.58,406,6054.94,45.88
REC0519,Client_H,Real Estate,Instagram,Reel,Behind the Scenes,Wednesday,Night (21:00-08:00),84.5,1739,1308,26,2,2,0,25,1,325.21,625,6176.25,49.87
REC0520,Client_B,Fashion & Retail,Instagram,Image,Behind the Scenes,Thursday,Afternoon (12:00-17:00),117.62,1604,1241,36,5,2,3,29,1,41.44,0,0.0,44.41
REC0521,Client_G,Health & Fitness,Instagram,Reel,Lifestyle/Aesthetic,Saturday,Night (21:00-08:00),188.23,3136,2547,178,27,8,14,48,2,110.7,1157,8094.48,68.44
REC0522,Client_A,Fashion & Retail,YouTube,Shorts,Product Education,Saturday,Evening (17:00-21:00),0.0,1512,1246,73,5,4,6,14,0,0.0,571,3919.9,61.12
REC0523,Client_A,Fashion & Retail,Instagram,Reel,Product Education,Tuesday,Morning (08:00-12:00),13.11,1421,1233,22,1,1,1,10,0,0.0,502,6510.07,32.48
REC0524,Client_A,Fashion & Retail,Instagram,Reel,Product Education,Friday,Evening (17:00-21:00),307.19,3907,3030,246,15,18,21,75,4,177.15,1935,8296.53,71.91
REC0525,Client_F,Fintech & Finance,LinkedIn,Text,Industry News,Monday,Afternoon (12:00-17:00),0.0,329,235,2,0,0,0,2,0,0.0,0,0.0,25.67
REC0526,Client_B,Fashion & Retail,Instagram,Carousel,Promotional/Discount,Tuesday,Afternoon (12:00-17:00),0.0,690,583,10,1,0,1,11,0,0.0,0,0.0,31.56
REC0527,Client_F,Fintech & Finance,LinkedIn,Text,Promotional/Discount,Friday,Evening (17:00-21:00),22.45,551,403,2,0,0,0,11,0,0.0,0,0.0,22.4
REC0528,Client_C,B2B Tech/SaaS,Facebook,Carousel,Product Education,Wednesday,Morning (08:00-12:00),0.0,577,465,15,2,1,0,4,0,0.0,0,0.0,41.52
REC0529,Client_A,Fashion & Retail,Instagram,Reel,Product Education,Monday,Morning (08:00-12:00),0.0,1785,1288,32,2,1,1,11,0,0.0,638,6958.87,38.05
